precision,recall,threshold
0.08333333333333333,1.0,0.0043370564713446
0.08334648776637726,1.0,0.0043442440119936
0.08335964635301547,1.0,0.0043489028735275
0.08337280909521554,1.0,0.0043505377508925
0.08338597599494631,1.0,0.0043550065729465
0.08339914705417785,1.0,0.004357480038901
0.08341232227488152,1.0,0.0043647251959071
0.08342550165902986,1.0,0.0043686504041716
0.08343868520859671,1.0,0.0043727568955459
0.08345187292555714,1.0,0.0043761436745119
0.08346506481188745,1.0,0.0043936699072689
0.08347826086956522,1.0,0.0043938816262337
0.08349146110056926,1.0,0.0044104602887413
0.08350466550687964,1.0,0.0044149812145694
0.0835178740904777,1.0,0.0044162083266443
0.083531086853346,1.0,0.0044246887573125
0.08354430379746836,1.0,0.0044251623733968
0.08355752492482987,1.0,0.0044272857234268
